word,meaning,option1,option2,option3,Ginger,River,Sigma
MANAGER,經理,得到,重的,扶手椅,0,0,0
MANGO,芒果,清洗,原諒,多(餘)的,0,0,0
MANNER,方法,游泳,野狼,刺激的,0,0,0
MANY,(,雷,報紙,魚肉,0,0,0
MAP,地圖,吉他,舔,一些,0,0,0
MARCH,三月,帶來,節慶,龍,0,0,0
MARK,打分數,(小)杯子,愛說話,行動,0,0,0
MARKER,簽字筆,泥漿,目標,熱氣,0,0,0
MARKET,市場,瀑布,週四,大象,0,0,0
MARRIED,結婚的,最後,後者的,像,0,0,0
MARRY,結婚,玩笑,蔬菜,角色,0,0,0
MARVELOUS,非凡的,半(小時),喉嚨,總是,0,0,0
MASK,面具,引導,浪費,情侶,0,0,0
MASS,大量,困難的,醬油,位置,0,0,0
MASTER,主人,雞肉,物體,鼓,0,0,0
MAT,墊子,浴室,新的,懷疑,0,0,0
MATCH,使成對,中等的,學到,題目,0,0,0
MATH,數學,討論,桃子,五月,0,0,0
MATTER,事件,決定,十九,接受,0,0,0
MAXIMUM,最大的,計畫,天然氣,及格,0,0,0
MAY,五月,視力,桌子,(,0,0,0
MAYBE,或許,公主,機敏,哈囉,0,0,0
MEAL,餐(點),兔子,野餐,購物中心,0,0,0
MEAN,意指,多(餘)的,烤吐司,來,0,0,0
MEANING,意思,往前,租用,高的,0,0,0
MEASURE,度量單位,總計,森林,苦的,0,0,0
MEAT,肉類,當,在,使冷靜,0,0,0
MECHANIC,技師,我們自己,蛋,那個,0,0,0
MEDICINE,藥物,情侶,吠,脖子,0,0,0
MEDIUM,中的,混合,暴風雨的,有時候,0,0,0
MEET,碰面,牛肉,羽毛球,公尺,0,0,0
MEETING,會議,曲線,開始,親戚,0,0,0
MEMBER,會員,王子,瘦的,(用單數動詞),0,0,0
MEMORY,回憶,切(薄)片,損害,規則,0,0,0
MENU,菜單,邀請,鳳梨,十一月,0,0,0
MESSAGE,訊息,攻擊,存活,嗜好,0,0,0
METAL,金屬,地圖,切,禮物,0,0,0
METER,公尺,排球,紙,長褲,0,0,0
METHOD,方法,他們的,這,年齡,0,0,0
MICROWAVE,微波爐,戒指,便利的,經常,0,0,0
MIDDLE,中間的,極小的,忽視,長方形,0,0,0
MIDNIGHT,午夜,注意力,(,早上,0,0,0
MILE,英哩,像,狐狸,城鎮,0,0,0
MILK,牛奶,鹿,甜點,不誠實的,0,0,0
MILLION,百萬,距離,相簿,兩者(都),0,0,0
MIND,頭腦,使集中,自助餐館,嚴重的,0,0,0
MINE,(,美術,在,聖誕節,0,0,0
MINOR,較少的,(海,(,描述,0,0,0
MINUS,負的,高速公路,答應,翅膀,0,0,0
MINUTE,分鐘,公寓,姪子,沉默的,0,0,0
MIRROR,鏡子,知識,貨車,鯊魚,0,0,0
MISS,小姐(未婚),躲藏,美術,露營,0,0,0
MISTAKE,錯誤,羽毛球,最多,忽視,0,0,0
MIX,混合,尤其是,胡椒,筷子,0,0,0
MODEL,模特兒,胡椒,公車,敲擊,0,0,0
MODERN,現代的,(,歡喜,不可能的,0,0,0
MOMENT,片刻,到處,使冷靜,樂團,0,0,0
MONDAY,週一,足夠的,頭暈的,建築物,0,0,0
MONKEY,猴子,比較晚的,任何地方,原子筆,0,0,0
MONSTER,怪物,消息(不可數),抽菸,二月,0,0,0
MONTH,月(份),大聲的,年級,直到,0,0,0
MOON,月亮,真實的,嗜好,一起,0,0,0
MOP,拖地,樹,發現,尺,0,0,0
MORE,比較多,離開,糖果,一世紀,0,0,0
MORNING,早上,線條,旅行,可愛,0,0,0
MOSQUITO,蚊子,羔羊,(,在,0,0,0
MOST,最多,毯子,電子郵件,雪,0,0,0
MOTHER,母親,聽到,極冷的,胡蘿蔔,0,0,0
MOTION,移動,工廠,劇院,雖然,0,0,0
MOTORCYCLE,摩托車,決定,水手,跳,0,0,0
MOUNTAIN,山,袋鼠,航空公司,重要的,0,0,0
MOUSE,老鼠,西洋棋,很棒的,滑雪,0,0,0
MOUTH,嘴巴,輸,什麼(事物),禮物,0,0,0
MOVE,移動,脖子,心(臟),夾克,0,0,0
MOVEMENT,變遷,開始,復活節,百萬,0,0,0
MOVIE,電影,枯燥無趣的,廣播,銀行,0,0,0
MRT,捷運,參加,時鐘,全體的,0,0,0
MUCH,(,小氣的,果汁,節目,0,0,0
MUD,泥漿,句子,程度,百,0,0,0
MUSEUM,博物館,(沙拉)油,遵守,在,0,0,0
MUSIC,音樂,大學,口袋,筷子,0,0,0
MUSICIAN,音樂家,簽名,結果,船,0,0,0
MUST,必定,傷口,捲,吞,0,0,0
MYSELF,我自己,傢伙,謙虛的,機器人,0,0,0
NAIL,指甲,普遍的,大聲的,形狀,0,0,0
NAME,名字,重要性,牌,軍隊,0,0,0
NAPKIN,餐巾,控制,簡單的,建議,0,0,0
NARROW,狹窄的,(,中間的,夢想,0,0,0
NATION,國家,袋子,恐龍,頭痛,0,0,0
NATIONAL,國內的,流行性感冒,手,冷酷的,0,0,0
NATURAL,天然的,制服,意外,購物中心,0,0,0
NATURE,(大)自然,敵人,參加,咖啡,0,0,0
NAUGHTY,頑皮,轉角,保齡球,北方(的),0,0,0
NEAR,在附近,籃球,蓋子,也不(倒裝),0,0,0
NEARLY,幾乎,贏,噪音,冬天,0,0,0
NECESSARY,必須的,買,影響力,烤,0,0,0
NECK,脖子,公司,指甲,下雪,0,0,0
NECKLACE,項鍊,爆米花,客人,戰爭,0,0,0
NEED,需要,餐(點),計畫,十一,0,0,0
NEEDLE,針,兔子,討論,市場,0,0,0
NEGATIVE,否定的,爭執(論),大聲地,準備,0,0,0
NEIGHBOR,鄰居,避免,熨斗,有用的,0,0,0
NEITHER,也不(倒裝),安全,廣播,孤獨,0,0,0
NEPHEW,姪子,危險的,海外的,作家,0,0,0
NERVOUS,緊張的,熨斗,鑰匙,影響,0,0,0
NEST,巢,忽視,活動,歷史,0,0,0
NET,網子,襯衫,(,慢的,0,0,0
NEVER,從不,(鴨舌)帽,節目,三角形,0,0,0
NEW,新的,洋蔥,損害,狐狸,0,0,0
NEWS,消息(不可數),死亡,蜘蛛,嘗試,0,0,0
NEWSPAPER,報紙,打分數,聽到,消息(不可數),0,0,0
NEXT,下個的,邀請,社團,猜謎,0,0,0
NICE,美好,曾經,製作,使冷靜,0,0,0
NIECE,姪女,回收,班級,男孩,0,0,0
NIGHT,夜晚,手,趕快,和平的,0,0,0
NINE,九,嘗試,沉默(不可數),贏,0,0,0
NINETEEN,十九,中心的,小提琴,邊緣,0,0,0
NINETY,九十,死亡,禮物,咖啡色(的),0,0,0
NOBODY,(用單數動詞),叉子,濕的,霧,0,0,0
NOD,點頭,消失,有能力的,期間,0,0,0
NOISE,噪音,蠟筆,聞(到),陣雨,0,0,0
NOISY,吵雜的,淚水,教育,力量(不可數),0,0,0
NONE,(用單數動詞),一打,數學,通常的,0,0,0
NOODLE,麵條,出生的,污染,方法,0,0,0
NOON,正午,(用單數動詞),服裝,雪人,0,0,0
NOR,也不(倒裝),情侶,發生,地方,0,0,0
NORTH,北方(的),指揮,茶,打招呼,0,0,0
NOSE,鼻子,玩具,十三,運動鞋,0,0,0
NOT,不,過去,真實的,足球,0,0,0
NOTE,筆記,蒸氣,可愛,醋,0,0,0
NOTEBOOK,筆記本,考慮,滑雪,翅膀,0,0,0
NOTHING,(用單數動詞),強調,打獵,人,0,0,0
NOTICE,注意,陽光充足的,牛肉,墨水,0,0,0
NOVEL,小說,月(份),拉,昆蟲,0,0,0
NOVEMBER,十一月,三角形,修正,付錢,0,0,0
NOW,現在,工具,暖氣,白色(的),0,0,0
NUMBER,數字,信任,使受傷,火腿,0,0,0
NURSE,護士,也,交通,給,0,0,0
NUT,堅果,經理,自助餐館,從,0,0,0
OBEY,遵守,山羊,錯誤,姪子,0,0,0
OBJECT,物體,為了,天氣,稀少的,0,0,0
OCEAN,海洋,古典的,稀少的,保護,0,0,0
OCTOBER,十月,老闆,後者的,鴿子,0,0,0
OFF,離開,使冷靜,列(清單),大學,0,0,0
OFFER,提供,告訴,空格,答應,0,0,0
OFFICE,辦公室,郵票,一包(袋),晚餐,0,0,0
OFTEN,經常,冷酷的,切(薄)片,貨車,0,0,0
OIL,(沙拉)油,棉花,移動,檸檬,0,0,0
OLD,老的,盒子,領隊,湖泊,0,0,0
OMIT,省略,咖啡色(的),尺,泳池,0,0,0
ONCE,昔日,行動,片刻,發音,0,0,0
ONE,一,衣服,房屋,重要的,0,0,0
ONION,洋蔥,可怕的,影響,索價,0,0,0
ONLY,唯一的,午夜,例子,斑,0,0,0
OPEN,打開,打氣,吼叫,步伐,0,0,0
OPERATION,操作,金屬,提供,圓的,0,0,0
OPINION,意見,大方,幽默,零,0,0,0
ORANGE,柳橙,成人,發現,四十,0,0,0
ORDER,點餐,蜂蜜,講,苗條,0,0,0
ORDINARY,尋常的,描述,六月,擴音機,0,0,0
OTHER,(,辣,狐狸,石頭,0,0,0
OUR,我們的,迅速的,聽(到),歡喜,0,0,0
OURS,(,煮沸,平原,雪,0,0,0
OURSELVES,我們自己,美術,想,在,0,0,0
OUT,出去,未來,蜘蛛,雜誌,0,0,0
OUTSIDE,在,畫家,(,台灣,0,0,0
OVEN,烤箱,歡迎,螃蟹,交通,0,0,0
OVER,在,考試,六十,夏天,0,0,0
OVERPASS,天橋,婚禮,理髮師,角色,0,0,0
OVERSEAS,海外的,女人,颱風,相簿,0,0,0
OVERWEIGHT,超重的,提(高),離開,訪問,0,0,0
OWN,擁有,天才,成功,電(動)的,0,0,0
OWNER,老闆,贏,搖晃,數字,0,0,0
PACK,一包(袋),在,拉,收音機,0,0,0
PACKAGE,包裹,在,農夫,小氣的,0,0,0
PAGE,頁,臀部,中心的,再見,0,0,0
PAIN,痛苦,鯨魚,餐廳,悲慘的,0,0,0
PAINFUL,痛苦的,腳趾,同班同學,牛排,0,0,0
PAINT,繪畫,規則,好吃的,前面的,0,0,0
PAINTER,畫家,辣,地面,麻煩,0,0,0
PAIR,一雙,知道,顧客,牙痛,0,0,0
PAJAMAS,睡衣,夥伴,參加,地下室,0,0,0
PALE,蒼白的,手指,社會的,世界,0,0,0
PAN,平底鍋,浴室,現代的,昂貴的,0,0,0
PANDA,貓熊,樓上,堅持,輸家,0,0,0
PANTS,長褲,比較,天,主動,0,0,0
PAPAYA,木瓜,衝浪,或許,背包,0,0,0
PAPER,紙,化學,句子,中華民國,0,0,0
PARDON,原諒,手指,壘球,公分,0,0,0
PARENT,父/母,平躺,可愛,舔,0,0,0
PARK,公園,交通,後悔,小的,0,0,0
PARROT,鸚鵡,辦公室,撥打,習作簿,0,0,0
PART,部分(的),困難,返回,事實上,0,0,0
PARTNER,夥伴,避免,握,生命,0,0,0
PARTY,派對,榔頭,(用字母)拼字,跳,0,0,0
PASS,及格,丟,慣常地,時鐘,0,0,0
PASSENGER,乘客,足夠的,害羞的,變遷,0,0,0
PAST,過去,沉默(不可數),公主,磚塊,0,0,0
PASTE,貼上,模特兒,數字,龍,0,0,0
PATH,小徑,相當地,(留心)聽,飛盤,0,0,0
PATIENT,有耐心的,其他的,雜誌,廣播,0,0,0
PATTERN,圖案,(,蜘蛛,鸚鵡,0,0,0
PAUSE,暫停,籃子,技師,五,0,0,0
PAY,付錢,鼓,開槍,可愛,0,0,0
PEACE,和平(不可數),最後,睡著的,(西裝)外套,0,0,0
PEACEFUL,和平的,粉末(不可數),棉花,早餐,0,0,0
PEACH,桃子,列印,命令,越過,0,0,0
PEAR,梨子,她的,昂貴的,習慣,0,0,0
PEN,原子筆,宇宙,驕傲,蚊子,0,0,0
PENCIL,鉛筆,三十,一般的,中心,0,0,0
PEOPLE,人們,睡衣,打獵,選舉出,0,0,0
PEPPER,胡椒,木頭,珍貴的,處理,0,0,0
PERFECT,完美的,講話,長輩,(用單數動詞),0,0,0
PERHAPS,或許,狹窄的,銀子,螢幕,0,0,0
PERIOD,期間,這個,金(黃)色(的),字典,0,0,0
PERSON,人,番石榴,帳單,停止,0,0,0
PERSONAL,個人的,顧客,心(臟),蝦子,0,0,0
PET,寵物,有耐心的,計畫,空格,0,0,0
PHONE,電話,微波爐,好奇的,魚肉,0,0,0
PHOTO,照片,訪問,背心,除了,0,0,0
PHYSICS,物理,答應,胃,公主,0,0,0
PIANO,鋼琴,貼上,抵達,成功,0,0,0
PICK,挑,這些,取消,真誠的,0,0,0
PICNIC,野餐,打掃,房間,圓胖的,0,0,0
PICTURE,圖,打開,懶惰的,輪子,0,0,0
PIE,派,尺寸,是否,使成對,0,0,0
PIECE,一片(張,遲(晚)的,玉米,廚房,0,0,0
PIG,豬,但願,翅膀,人口(不可數),0,0,0
PIGEON,鴿子,安全,尚未(否定),後者的,0,0,0
PILE,堆,青年,情侶,討論,0,0,0
PILLOW,枕頭,強調,建造,投票,0,0,0
PIN,大頭針,你們自己,理髮,友誼,0,0,0
PINEAPPLE,鳳梨,打擾,青年,付錢,0,0,0
PINK,粉紅色(的),勤勉的,打擾,怒氣,0,0,0
PIPE,導管,管子,寬的,(用單數動詞),0,0,0
PIZZA,披薩,省略,體育館,人群,0,0,0
PLACE,地方,水槽,寄,(西裝)外套,0,0,0
PLAIN,平原,滑雪,壞的,引擎,0,0,0
PLAN,計畫,保持,發狂,野餐,0,0,0
PLANET,行星,月(份),往,西方(的),0,0,0
PLANT,種植,(,踢,最喜愛的,0,0,0
PLATE,(淺)盤子,最多,花園,寵物,0,0,0
PLATFORM,月台,吸管,收入,打分數,0,0,0
PLAY,玩,困難的,變遷,天空,0,0,0
PLAYER,球員,改善,颱風,臉,0,0,0
PLAYGROUND,操場,黑板,一包(袋),兩者(都),0,0,0
PLEASANT,令人愉悅的,行星,邀請,牛肉,0,0,0
PLEASE,請,雞肉,忙碌的,店員,0,0,0
PLEASURE,樂趣,這個,陣雨,龍,0,0,0
PLUS,正的,音樂家,戲劇,袋子,0,0,0
POCKET,口袋,蝙蝠,主人,走路,0,0,0
POEM,詩,城市,下雨,不,0,0,0
POINT,點,強調,硬幣,愚蠢,0,0,0
POISON,毒(物),吃,危險的,羨慕,0,0,0
POLITE,有禮貌的,馬鈴薯,存在,富有的,0,0,0
POLLUTE,污染,地板,深的,損害,0,0,0
POLLUTION,汙染(不可數),帥的,重的,蠟燭,0,0,0
POND,池塘,相當地,左邊(的),三明治,0,0,0
POOL,泳池,搖晃,物體,賺,0,0,0
POOR,貧窮,總計,展現,修理,0,0,0
POPCORN,爆米花,外國的,自由,在,0,0,0
POPULAR,受歡迎的,迅速的,醬油,漢堡,0,0,0
POPULATION,人口(不可數),打氣,前面的,貓,0,0,0
PORK,豬肉,天然的,使尷尬,明天,0,0,0
POSITION,位置,(,進去,最大的,0,0,0
POSITIVE,正面的,多風的,令人愉悅的,數學,0,0,0
POSSIBLE,有可能的,飛盤,洞,掉落,0,0,0
POSTCARD,明信片,果汁,大笑,成長,0,0,0
POT,壺,晚餐,團體,馬鈴薯,0,0,0
POTATO,馬鈴薯,在國外,小圓麵包,使落入圈套,0,0,0
POUND,英磅,吠,昔日,回答,0,0,0
POWDER,粉末(不可數),瘋狂,地下鐵,很少,0,0,0
POWER,力量(不可數),頭髮,手勢,姑.姨.嬸.伯/舅母,0,0,0
PRACTICE,練習,出售,尺,醒來,0,0,0
PRAISE,讚美,香蕉,健康,畫畫,0,0,0
PRAY,祈禱,僱用,洋娃娃,討厭,0,0,0
PRECIOUS,珍貴的,暴風雨的,極小的,度,0,0,0
PREPARE,準備,浴室,拖鞋,然而,0,0,0
PRESENT,禮物,題目,底部,意思,0,0,0
PRESIDENT,總統,帶有,明亮的,感激,0,0,0
PRESSURE,壓力(不可數),乾燥的,老鷹,襯衫,0,0,0
PRETTY,美麗,真實的,交通,坦白,0,0,0
PRIEST,神父,妒忌,嚐(到),噪音,0,0,0
PRIMARY,主要的,成功,餃子,店主,0,0,0
PRINCE,王子,尺寸,(人的)聲音,泥漿,0,0,0
PRINCESS,公主,美麗,姪女,黃色(的),0,0,0
PRINCIPAL,校長,烤,大聲地,椅子,0,0,0
PRINCIPLE,原理,現代的,字彙,困難,0,0,0
PRINT,列印,丈夫,技師,小提琴,0,0,0
PRINTER,印表機,火腿,午餐,安排,0,0,0
PRIVATE,私下的,斑,擦子,浴缸,0,0,0
PRIZE,獎品/金,頻道,午餐,銀行,0,0,0
PROBABLY,或許,尋常的,腳踝,巢,0,0,0
PROBLEM,問題,今天,強調,回收,0,0,0
PRODUCE,生產,腰,勇氣(不可數),有名的,0,0,0
PRODUCTION,產品,責任,搶劫,氣球,0,0,0
PROGRAM,節目,普遍的,禮物,信任,0,0,0
PROGRESS,進步(不可數),家具(不可數),勝利,照相機,0,0,0
PROJECT,計畫,可愛的,塗抹,甜的,0,0,0
PROMISE,答應,溫和的,使集中,依靠,0,0,0
PRONOUNCE,發音,(人的)聲音,筷子,在,0,0,0
PROTECT,保護,因此,報紙,熱氣,0,0,0
PROUD,驕傲,極冷的,甚至,嘴巴,0,0,0
PROVIDE,提供,口渴的,相像的,虛弱的,0,0,0
PUBLIC,公開的,洗手間,行動,游泳,0,0,0
PULL,拉,大學,筆記本,機會,0,0,0
PUMP,打氣,切(薄)片,酷的,千,0,0,0
PUMPKIN,南瓜,健行,圍巾,數學,0,0,0
PUNISH,處罰,公司,雨傘,瘦的,0,0,0
PUPPY,小狗,輕型機車,夥伴,分鐘,0,0,0
PURPLE,紫色(的),歡迎,多采多姿的,警鈴,0,0,0
PURPOSE,目的,天氣,筆記本,浪費,0,0,0
PURSE,(女用)皮包,十七,季節,(放句尾),0,0,0
PUSH,推,馬鈴薯,中的,狗,0,0,0
PUT,放置,學期,(,也,0,0,0
PUZZLE,猜謎,愛說話,皮夾,保護,0,0,0
QUARTER,一刻,高的,表達,相信,0,0,0
QUEEN,皇后,衝,游泳,十六,0,0,0
QUESTION,問題,十月,溫暖的,稀少的,0,0,0
QUICK,迅速的,發現,昂貴的,第一,0,0,0
QUIET,安靜的,打擊,森林,四十,0,0,0
QUIT,(,美味的,雪,忙碌的,0,0,0
QUITE,相當地,頁,步伐,鏡子,0,0,0
QUIZ,小考,幼稚的,牙刷,公車,0,0,0
RABBIT,兔子,三角形,平躺,村莊,0,0,0
RACE,賽跑,大量,樣品,西瓜,0,0,0
RADIO,收音機,蛇,公主,風(習)俗,0,0,0
RAILROAD,鐵路,大的,然後,懶惰的,0,0,0
RAILWAY,鐵路,飽的,成功,下評論,0,0,0
RAIN,下雨,最喜愛的,青少年,腰,0,0,0
RAINBOW,彩虹,抵達,吼叫,麵包店,0,0,0
RAINCOAT,雨衣,家事,羽毛球,坦白,0,0,0
RAINY,下雨的,海豚,輸,風景(不可數),0,0,0
RAISE,舉起,蠟筆,貓,老闆,0,0,0
RARE,稀少的,頭,法官,體育館,0,0,0
RAT,老鼠,(,極好的,頻道,0,0,0
RATHER,相當,報告,肥皂,飛盤,0,0,0
REACH,抵達,教堂,富有的,在,0,0,0
READ,讀,真地,草莓,野生的,0,0,0
READY,準備好的,網際網路,小姐(未婚),幾乎,0,0,0
REAL,真實的,混合,排球,賽跑,0,0,0
REALIZE,了解,打掃,信,建造,0,0,0
REALLY,真地,長褲,襯衫,高度,0,0,0
REASON,理由,歷史,平日,缺席的,0,0,0
RECEIVE,收到,超級的,死亡的,生日,0,0,0
RECORD,記錄,遊戲,書架,想要,0,0,0
RECOVER,復原,道歉,自助餐館,美國人,0,0,0
RECTANGLE,長方形,我們的,廣播,吃,0,0,0
RECYCLE,回收,(用單數動詞),工作,動物園,0,0,0
RED,紅色(的),下雨,泥漿,(,0,0,0
REFUSE,拒給,露營,圖案,當然的,0,0,0
REGRET,後悔,建築物,作家,速度快的,0,0,0
REGULAR,有規律的,歌曲,邪惡的,陣雨,0,0,0
REJECT,拒絕,原諒,我們的,蓋子,0,0,0
RELATIVE,親戚,英磅,狗,主要的,0,0,0
REMEMBER,記得,往下,全然,工廠,0,0,0
REMIND,提醒,遊戲,苗條,學生,0,0,0
RENT,租用,命令,時間,老鼠,0,0,0
REPAIR,修理,強壯的,兄弟,母親,0,0,0
REPEAT,重複,數學,基本的,意指,0,0,0
REPORT,報告,檯燈,度量單位,辦公室,0,0,0
REPORTER,記者,扶手椅,帳單,十六,0,0,0
RESPECT,尊敬,生病的,位置,照片,0,0,0
REST,休息,中等的,叉子,管子,0,0,0
RESTAURANT,餐廳,母雞,抱歉的,先生(尊稱),0,0,0
RESTROOM,洗手間,溫和的,英雄,台灣,0,0,0
RESULT,結果,灰色(的),公里,使集中,0,0,0
RETURN,返回,打擾,祈禱,翹翹板,0,0,0
REVIEW,複習,苦的,在,比,0,0,0
REVISE,修改,假期,皮夾,進去,0,0,0
RICE,米,大聲的,知識,天真的,0,0,0
RICH,富有的,驕傲,服務(不可數),回憶,0,0,0
RIDE,騎,這裡,罪行,會員,0,0,0
RIGHT,右邊(的),訊息,骨頭,針,0,0,0
RING,戒指,牙刷,小姐(未婚),有耐心的,0,0,0
RISE,上升,圖書館,板,相當,0,0,0
RIVER,河流,介紹,完成,付錢,0,0,0
ROAD,馬路,轉角,淚水,兄弟,0,0,0
ROB,搶劫,發明,中等的,答應,0,0,0
ROBOT,機器人,煮,碰面,愚蠢,0,0,0
ROC,中華民國,信任,重的,航行,0,0,0
ROCK,岩石,蜘蛛,漂亮的,馬鈴薯,0,0,0
ROLE,角色,重複,果汁,藝術家,0,0,0
ROLL,捲,中國,得到,當地的,0,0,0
ROOF,屋頂,金子,孤獨,比較多,0,0,0
ROOM,房間,感冒,把戲,身體,0,0,0
ROOT,根源,結束,週三,行動,0,0,0
ROPE,繩子,番茄,長方形,藥局,0,0,0
ROSE,玫瑰花,謝謝,分(錢),寬的,0,0,0
ROUND,圓的,巢,冷酷的,正午,0,0,0
ROW,排,六十,節目,正的,0,0,0
RUB,摩擦,教,抽菸,甜的,0,0,0
RUDE,粗魯,工具,皮包骨的,烤箱,0,0,0
RUIN,破壞,拖地,飲食,作家,0,0,0
RULE,規則,虛弱的,邊,進入,0,0,0
RULER,尺,女孩,初學者,鼓,0,0,0
RUN,跑步,套裝,喜愛,爵士,0,0,0
RUNNING,跑步,火腿,選擇,全然,0,0,0
RUSH,衝,(女)泳衣,皮膚,困難的,0,0,0
SAD,傷心的,國家,知識,皮膚,0,0,0
SAFE,安全的,它的,金屬,海鮮,0,0,0
SAFETY,安全,考試,部分,越過,0,0,0
SAIL,航行,城堡,安全,很少,0,0,0
SAILING,航行,使驚訝,前面的,綠色(的),0,0,0
SAILOR,水手,感激,(淺)盤子,允許,0,0,0
SALAD,沙拉,短袖圓領運動衫,很棒的,明亮的,0,0,0
SALE,出售,傷心的,斑馬,介紹,0,0,0
SALESMAN,銷售員,假日,公車,穿越,0,0,0
SALT,鹽,六十,雙倍的,錄音帶,0,0,0
SAME,一樣的,天空,八月,野餐,0,0,0
SAMPLE,樣品,摩擦,週六,罪行,0,0,0
SAND,沙子,悲慘的,講,未來,0,0,0
SANDWICH,三明治,元,置物櫃,碟子,0,0,0
SATISFY,使滿意,公平的,(寬圓)帽,姪子,0,0,0
SATURDAY,週六,旅行,壞的,盲的,0,0,0
SAUCER,碟子,方法,但是,避免,0,0,0
SAVE,節省,討論,突然的,房屋,0,0,0
SAY,說,公尺,運動,啞的,0,0,0
SCARED,害怕的,激發,班級,使興奮,0,0,0
SCARF,圍巾,比較,錯的,麵粉,0,0,0
SCENE,景色,香蕉,哈囉,課程,0,0,0
SCENERY,風景(不可數),坐(下),生病,燒,0,0,0
SCIENCE,自然,恐龍,身體,市區,0,0,0
SCIENTIST,科學家,收音機,堅持,表格,0,0,0
SCOOTER,輕型機車,長的,也,壺,0,0,0
SCORE,分數,海,筆直的,週六,0,0,0
SCREEN,螢幕,湖泊,家庭主婦,拍(手),0,0,0
SEA,海,長的,飢餓的,拒給,0,0,0
SEAFOOD,海鮮,梳妝檯,公司,頭暈的,0,0,0
SEARCH,搜尋,(寬圓)帽,人群,在附近,0,0,0
SEASON,季節,老師,視力,塔,0,0,0
SEAT,座位,有用的,風,抽屜,0,0,0
SECOND,第二,已經,白色(的),一起,0,0,0
SECONDARY,中等的,風格,不誠實的,牙痛,0,0,0
SECRET,秘密,羽毛球,鐵路,烤,0,0,0
SECRETARY,秘書,明亮的,裙子,幸運的,0,0,0
SECTION,部分,液體,總統,魚肉,0,0,0
SEE,看到,口袋,膝蓋,十月,0,0,0
SEED,種子,青年,摩托車,香蕉,0,0,0
SEEM,似乎,(人的)聲音,圓胖的,痛苦的,0,0,0
SEESAW,翹翹板,某處,十一月,除了,0,0,0
SELDOM,很少,好奇的,鯊魚,公園,0,0,0
SELECT,挑選,溪流,拿取,謝謝,0,0,0
SELFISH,自私的,皇后,嚐(到),滑雪,0,0,0
SELL,賣,沿著,劃分,錯的,0,0,0
SEMESTER,學期,帥的,錯的,蚊子,0,0,0
SEND,寄,週末,何地,會員,0,0,0
SENSE,意識,害怕的,困難,歌手,0,0,0
SENTENCE,句子,影片,海鮮,男性,0,0,0
SEPTEMBER,九月,鄰居,尊敬,扶手椅,0,0,0
SERIOUS,嚴重的,超重的,悲慘的,洋裝,0,0,0
SERVANT,僕人,古典的,缺乏,茶,0,0,0
SERVE,服務,現代的,事件,簽字筆,0,0,0
SERVICE,服務(不可數),叉子,背部,產品,0,0,0
SET,一套,生物,帳單,抵達,0,0,0
SEVEN,七,胡蘿蔔,選舉出,地方,0,0,0
SEVENTEEN,十七,回憶,真實的,努力,0,0,0
SEVENTY,七十,僱用,修理,在,0,0,0
SEVERAL,數個的,角色,使冷靜,死亡的,0,0,0
SHAKE,搖晃,這個,機器,洋裝,0,0,0
SHAPE,形狀,極冷的,計算,三十,0,0,0
SHARE,分享,內衣,石頭,腰,0,0,0
SHARK,鯊魚,分(錢),枕頭,方向,0,0,0
SHARP,尖銳的,泥土,講話,鯊魚,0,0,0
SHEEP,綿羊,字彙,握,二十,0,0,0
SHEET,床單,下巴,往前,(,0,0,0
SHELF,架子,後者的,讓(允許),處罰,0,0,0
SHINE,下雪,太陽,微笑,水,0,0,0
SHIP,船,墨水,侵襲,(,0,0,0
SHIRT,襯衫,玉米,健康,美術,0,0,0
SHOOT,開槍,日記,初學者,颱風,0,0,0
SHOP,零售店,機器人,經理,碰面,0,0,0
SHOPKEEPER,店主,在,皮夾,技師,0,0,0
SHORE,(海,陽光充足的,(西裝)外套,年齡,0,0,0
SHORT,短的,唱歌,猜測,居住,0,0,0
SHORTS,短褲,(,彩虹,上升,0,0,0
SHOULDER,肩膀,海外的,謙虛的,允許,0,0,0
SHOUT,吼叫,聽(到),村莊,夥伴,0,0,0
SHOW,展現,(,夏天,書店,0,0,0
SHOWER,陣雨,一包(袋),桃子,吉普車,0,0,0
SHRIMP,蝦子,七月,罐頭,點,0,0,0
SHUT,關閉,提供,描述,這裡,0,0,0
SHY,害羞的,抱怨,上升,窗戶,0,0,0
SICK,生病,天氣,表現,列印,0,0,0
SIDE,邊,歌手,祝福,擴音機,0,0,0
SIDEWALK,人行道,知道,書,節目,0,0,0
SIGHT,視力,建議,簽名,派,0,0,0
SIGN,簽名,藝術家,跳舞,幾乎不,0,0,0
SILENCE,沉默(不可數),覆蓋,經理,減緩,0,0,0
SILENT,沉默的,枯燥無趣的,(沙拉)油,安全的,0,0,0
SILLY,愚蠢,左邊(的),果醬,在,0,0,0
SILVER,銀子,短褲,陽台,解決,0,0,0
SIMILAR,相似的,鬼魂,舉起,友誼,0,0,0
SIMPLE,簡單的,錯誤,幾乎,拇指,0,0,0
SINCE,自從,告訴,你們自己,任期,0,0,0
SINCERE,真誠的,昆蟲,狹窄的,外國的,0,0,0
SING,唱歌,手臂,速度,鼓,0,0,0
SINGER,歌手,球場,湯,檸檬,0,0,0
SINGING,唱歌,黑板,我們的,藥局,0,0,0
SINGLE,單一的,仔細,除了,山,0,0,0
