word,meaning,option1,option2,option3,Ginger,River,Sigma
TOAST,土司/烘烤,市場,公園,冷的,0,0,0
TODAY,今天,馬,麵包,一,0,0,0
TOE,腳趾,看,醫院,舊的,0,0,0
TOGETHER,一起,奶奶,七,星期二,0,0,0
TOMATO,番茄,看,好的,肉,0,0,0
TOMORROW,明天,魚,昨天,父親,0,0,0
TONIGHT,今晚,奶奶,紅色,小的,0,0,0
TOO,也/太...,工作,三,菜,0,0,0
TOOTH,牙齒,九,香蕉,三,0,0,0
TOP,頂端,二,藍色,星期一,0,0,0
TOTAL,總計,醫院,中午,白色,0,0,0
TOUCH,碰觸,七,狗,姐妹,0,0,0
TOWEL,毛巾,黑色,星期二,母親,0,0,0
TOWN,城鎮,七,跑,貓,0,0,0
TOY,玩具,公園,菜,老虎,0,0,0
TRAFFIC,交通,醫院,姐妹,黑色,0,0,0
TRAIN,火車,聽,粉紅色,睡,0,0,0
TRASH,垃圾,七,牛奶,熊,0,0,0
TREAT,請客/對待,粉紅色,九,傷心的,0,0,0
TREE,樹,家,喝,七,0,0,0
TRICK,惡作劇,九,醫院,蘋果,0,0,0
TRIP,短程旅行,好的,星期二,今天,0,0,0
TROUBLE,麻煩,走,牛奶,蛋糕,0,0,0
TRUCK,卡車,黃色,餐廳,車站,0,0,0
TRUE,真實的,兄弟,麵包,老虎,0,0,0
TRY,嘗試,姐妹,五,獅子,0,0,0
TSHIRT,T恤,肉,兄弟,藍色,0,0,0
TUB,浴缸/洗澡,喝,肉,星期一,0,0,0
TUESDAY,星期二,紅色,大的,肉,0,0,0
TURKEY,火雞,喝,綠色,蛋糕,0,0,0
TURN,轉動/轉彎,五,今天,粉紅色,0,0,0
TURTLE,烏龜,母親,橘色,兄弟,0,0,0
TWELFTH,第十二(的),叔叔,八,星期二,0,0,0
TWELVE,十二,小的,星期二,學習,0,0,0
TWENTY,二十,學校,三,粉紅色,0,0,0
TWENTIETH,第二十(的),菜,馬,父親,0,0,0
TWICE,兩次,星期一,玩,跑,0,0,0
TWO,二,牛奶,喝,女兒,0,0,0
TYPE,打字,明天,跑,粉紅色,0,0,0
TYPHOON,颱風,猴子,五,九,0,0,0
UMBRELLA,雨傘,學校,熱的,餐廳,0,0,0
UNCLE,伯(叔),睡,猴子,吃,0,0,0
UNDER,在…之下,學習,貓,一月,0,0,0
UNDERSTAND,了解,白色,小的,看,0,0,0
UNHAPPY,不快樂的,七,三,學習,0,0,0
UNIFORM,制服,家,好的,明天,0,0,0
UNTIL,直到,牛奶,昨天,快樂的,0,0,0
UP,向上,牛奶,熊,下午,0,0,0
USA,美國,一,快樂的,姐妹,0,0,0
USE,使用,早上,熱的,五,0,0,0
USEFUL,有用的,奶奶,香蕉,七,0,0,0
USUALLY,通常,藍色,五,工作,0,0,0
VACATION,假期,壞的,好的,看,0,0,0
VEGETABLE,蔬菜,蘋果,女兒,老虎,0,0,0
VERY,非常,母親,玩,走,0,0,0
VEST,背心,下午,粉紅色,走,0,0,0
VIDEO,錄影帶,鳥,馬,三,0,0,0
VIOLIN,小提琴,三,紫色,粉紅色,0,0,0
VISIT,參觀,新的,下午,九,0,0,0
VOICE,聲音,粉紅色,傷心的,麵包,0,0,0
WAIT,等待,昨天,姐妹,走,0,0,0
WAITER,男服務生,藍色,魚,晚上,0,0,0
WAITRESS,女服務生,魚,學習,蛋糕,0,0,0
WAKE,醒來,蘋果,晚上,商店,0,0,0
WALK,走路,十,新的,貓,0,0,0
WALL,牆壁,今天,八,兒子,0,0,0
WALLET,皮夾,晚上,十,看,0,0,0
WANT,想要,麵包,黑色,舊的,0,0,0
WARM,溫暖的,鳥,狗,三,0,0,0
WASH,清洗,蘋果,白色,肉,0,0,0
WATCH,看,中午,米飯,奶奶,0,0,0
WATER,水,餐廳,圖書館,工作,0,0,0
WATERMELON,西瓜,星期二,喝,紅色,0,0,0
WAVE,波浪,銀行,看,熊,0,0,0
WAY,道路/方法,紅色,大的,綠色,0,0,0
WE,我們,早上,睡,好的,0,0,0
WEAK,弱的,中午,白色,今天,0,0,0
WEAR,穿,市場,紫色,兔子,0,0,0
WEATHER,天氣,爺爺,貓,女兒,0,0,0
WEDNESDAY,星期三,好的,白色,快樂的,0,0,0
WEEK,星期,母親,魚,餐廳,0,0,0
WEEKEND,週末,狗,熱的,公園,0,0,0
WELCOME,受歡迎的,今天,吃,九,0,0,0
WELL,好地,公園,灰色,今天,0,0,0
WEST,西方,菜,蘋果,五,0,0,0
WET,濕的,下午,銀行,星期二,0,0,0
WHALE,鯨魚,銀行,三,母親,0,0,0
WHAT,什麼,星期一,狗,橘色,0,0,0
WHEN,何時,魚,好的,星期一,0,0,0
WHERE,何處,黑色,粉紅色,橘色,0,0,0
WHETHER,是否,水果,十,早上,0,0,0
WHICH,哪一個,菜,好的,姐妹,0,0,0
WHITE,白色(的),菜,蘋果,商店,0,0,0
WHO,誰,六,小的,奶奶,0,0,0
WHOSE,誰的,聽,猴子,四,0,0,0
WHY,為什麼,一月,學習,魚,0,0,0
WIFE,妻子,兒子,一,銀行,0,0,0
WILL,將會...,冷的,一月,黑色,0,0,0
WIN,贏,蘋果,冷的,玩,0,0,0
WIND,風,七,香蕉,父親,0,0,0
WINDOW,窗戶,快樂的,綠色,舊的,0,0,0
WINDY,多風的,八,猴子,早上,0,0,0
WINTER,冬天,公園,四,下午,0,0,0
WISE,明智的,熊,香蕉,今天,0,0,0
WISH,祝福…,八,冷的,七,0,0,0
WITH,和,肉,紅色,鳥,0,0,0
WITHOUT,沒有,舊的,四,餐廳,0,0,0
WOMAN,女人,老虎,八,壞的,0,0,0
WONDERFUL,極好的,兔子,蛋糕,晚上,0,0,0
WORD,字,綠色,米飯,銀行,0,0,0
WORK,工作,喝,傷心的,快樂的,0,0,0
WORKBOOK,作業本,獅子,玩,紅色,0,0,0
WORKER,工人,肉,老虎,小的,0,0,0
WORLD,世界,魚,星期一,昨天,0,0,0
WORRY,擔心,三,女兒,新的,0,0,0
WRITE,寫,冷的,熊,醫院,0,0,0
WRITER,作家,今天,女兒,七,0,0,0
WRONG,錯誤的,紫色,二,大的,0,0,0
YARD,庭院,獅子,好的,魚,0,0,0
YEAR,年,星期二,學習,麵包,0,0,0
YELLOW,黃色(的),八,三,跑,0,0,0
YES,是,獅子,舊的,商店,0,0,0
YESTERDAY,昨天,好的,白色,粉紅色,0,0,0
YET,尚未,三,六,工作,0,0,0
YOU,你(們),走,狗,學校,0,0,0
YOUNG,年輕的,跑,紅色,六,0,0,0
YUMMY,好吃的,兒子,白色,奶奶,0,0,0
ZEBRA,斑馬,六,吃,老虎,0,0,0
ZERO,零,紅色,大的,橘色,0,0,0
ZOO,動物園,三,黑色,喝,0,0,0
